!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:18:40' objTablesVersion='1.0.5' level='1.0' version='0.1'											
!Reference	!QuantityType	!Mean	!Std	!Sign	!Unit	!Compound:SBML:species:id	!Reaction:SBML:reaction:id	!Organism	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound	!UseAsPriorInformation
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Escherichia coli	R02164	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Escherichia coli	R02164	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Escherichia coli	R02164	C00399	False
yeastGFP	concentration of enzyme	807.0		0	molecules/cell	nan	v38	Saccharomyces cerevisiae	R00842	nan	False
yeastGFP	concentration of enzyme	8970.0		0	molecules/cell	nan	v38	Saccharomyces cerevisiae	R00842	nan	False
Brenda	product catalytic rate constant	188.0		0	1/s	nan	v38	Ceratitis capitata	R00842	C00111	False
NIST	equilibrium constant	0.0		0	dimensionless	nan	v38	nan	R00842	nan	False
Brenda	Michaelis constant	0.5		0	mM	NAD	v38	Gallus gallus	R00842	C00003	False
Brenda	Michaelis constant	2.0		0	mM	G3P	v38	Gallus gallus	R00842	C00093	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Gallus gallus	R00842	C00004	False
Brenda	Michaelis constant	0.2		0	mM	DHAP	v38	Gallus gallus	R00842	C00111	False
Brenda	Michaelis constant	0.1		0	mM	NAD	v38	Oryctolagus cuniculus	R00842	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Oryctolagus cuniculus	R00842	C00004	False
Brenda	Michaelis constant	0.2		0	mM	DHAP	v38	Oryctolagus cuniculus	R00842	C00111	False
Brenda	Michaelis constant	0.3		0	mM	DHAP	v38	Oryctolagus cuniculus	R00842	C00111	False
Brenda	Michaelis constant	0.0		0	mM	NAD	v38	Oryctolagus cuniculus	R00842	C00003	False
Brenda	Michaelis constant	0.2		0	mM	DHAP	v38	Oryctolagus cuniculus	R00842	C00111	False
Brenda	Michaelis constant	0.1		0	mM	DHAP	v38	Oryctolagus cuniculus	R00842	C00111	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Oryctolagus cuniculus	R00842	C00004	False
Brenda	Michaelis constant	0.0		0	mM	NAD	v38	Oryctolagus cuniculus	R00842	C00003	False
Brenda	Michaelis constant	0.5		0	mM	DHAP	v38	Oryctolagus cuniculus	R00842	C00111	False
Brenda	Michaelis constant	0.9		0	mM	G3P	v38	Oryctolagus cuniculus	R00842	C00093	False
Brenda	Michaelis constant	0.3		0	mM	DHAP	v38	Spinacia oleracea	R00842	C00111	False
Brenda	Michaelis constant	0.2		0	mM	NAD	v38	Spinacia oleracea	R00842	C00003	False
Brenda	Michaelis constant	0.1		0	mM	DHAP	v38	Trypanosoma brucei	R00842	C00111	False
Brenda	Michaelis constant	0.3		0	mM	NAD	v38	Trypanosoma brucei	R00842	C00003	False
Brenda	Michaelis constant	2.3		0	mM	G3P	v38	Trypanosoma brucei	R00842	C00093	False
Brenda	Michaelis constant	1.7		0	mM	G3P	v38	Leishmania mexicana	R00842	C00093	False
Brenda	Michaelis constant	0.1		0	mM	DHAP	v38	Leishmania mexicana	R00842	C00111	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Leishmania mexicana	R00842	C00004	False
Brenda	Michaelis constant	0.4		0	mM	NAD	v38	Leishmania mexicana	R00842	C00003	False
Brenda	Michaelis constant	0.3		0	mM	NAD	v38	Ceratitis capitata	R00842	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Ceratitis capitata	R00842	C00004	False
Brenda	Michaelis constant	0.3		0	mM	DHAP	v38	Ceratitis capitata	R00842	C00111	False
Brenda	Michaelis constant	0.3		0	mM	NAD	v38	Debaryomyces hansenii	R00842	C00003	False
Brenda	Michaelis constant	0.1		0	mM	DHAP	v38	Debaryomyces hansenii	R00842	C00111	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Debaryomyces hansenii	R00842	C00004	False
Brenda	Michaelis constant	1.9		0	mM	G3P	v38	Drosophila virilis	R00842	C00093	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Drosophila virilis	R00842	C00004	False
Brenda	Michaelis constant	0.2		0	mM	DHAP	v38	Drosophila virilis	R00842	C00111	False
Brenda	Michaelis constant	0.1		0	mM	NAD	v38	Drosophila virilis	R00842	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Jaculus orientalis	R00842	C00004	False
Brenda	Michaelis constant	0.3		0	mM	NAD	v38	Jaculus orientalis	R00842	C00003	False
Brenda	Michaelis constant	0.5		0	mM	G3P	v38	Jaculus orientalis	R00842	C00093	False
Brenda	Michaelis constant	0.3		0	mM	DHAP	v38	Eidolon helvum	R00842	C00111	False
Brenda	Michaelis constant	0.2		0	mM	NAD	v38	Eidolon helvum	R00842	C00003	False
Brenda	Michaelis constant	0.7		0	mM	NAD	v38	Eidolon helvum	R00842	C00003	False
Brenda	Michaelis constant	0.1		0	mM	NADH_cyt	v38	Drosophila melanogaster	R00842	C00004	False
Brenda	Michaelis constant	0.6		0	mM	G3P	v38	Drosophila melanogaster	R00842	C00093	False
Brenda	Michaelis constant	0.5		0	mM	DHAP	v38	Drosophila melanogaster	R00842	C00111	False
Brenda	Michaelis constant	0.4		0	mM	NAD	v38	Drosophila melanogaster	R00842	C00003	False
Brenda	Michaelis constant	0.0		0	mM	DHAP	v38	Chlamydomonas reinhardtii	R00842	C00111	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Chlamydomonas reinhardtii	R00842	C00004	False
Brenda	Michaelis constant	0.0		0	mM	DHAP	v38	Homo sapiens	R00842	C00111	False
Brenda	Michaelis constant	0.0		0	mM	NAD	v38	Homo sapiens	R00842	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Homo sapiens	R00842	C00004	False
Brenda	Michaelis constant	0.0		0	mM	NAD	v38	Rattus norvegicus	R00842	C00003	False
Brenda	Michaelis constant	0.2		0	mM	DHAP	v38	Rattus norvegicus	R00842	C00111	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Rattus norvegicus	R00842	C00004	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v38	Saccharomyces cerevisiae	R00842	C00004	False
Brenda	Michaelis constant	0.5		0	mM	DHAP	v38	Saccharomyces cerevisiae	R00842	C00111	False
Brenda	Michaelis constant	34.0		0	mM	G3P	v38	Saccharomyces cerevisiae	R00842	C00093	False
nan	concentration	17.4		0	mM	Glu_cyt	nan	Escherichia coli	nan	C00025	False
nan	concentration	1.2		0	mM	Glu_cyt	nan	Dictyostelium discoideum	nan	C00025	False
nan	concentration	3.5		0	mM	Glu_cyt	nan	Rattus sp.	nan	C00025	False
nan	concentration	2.1		0	mM	Glu_cyt	nan	Rattus sp.	nan	C00025	False
nan	concentration	331.0	298.0	0	mM	Glu_cyt	nan	nan	nan	C00025	False
nan	concentration	25.0	10.0	0	mM	Glu_cyt	nan	Saccharomyces cerevisiae	nan	C00025	False
nan	concentration	5.3	0.8	0	mM	Glu_cyt	nan	Rattus sp.	nan	C00025	False
Alberty	standard chemical potential	-372.9		0	kJ/mol	Glu_cyt	nan	nan	nan	C00025	False
nan	concentration	0.4		0	mM	Acetyl_CoA_cyt	nan	Escherichia coli	nan	C00024	False
nan	concentration	0.0		0	mM	Acetyl_CoA_cyt	nan	Dictyostelium discoideum	nan	C00024	False
nan	concentration	0.0		0	mM	Acetyl_CoA_cyt	nan	Rattus sp.	nan	C00024	False
nan	concentration	0.0		0	mM	Acetyl_CoA_cyt	nan	Rattus sp.	nan	C00024	False
nan	concentration	0.0		0	mM	Acetyl_CoA_cyt	nan	Rattus sp.	nan	C00024	False
nan	concentration	15.8	14.2	0	mM	Acetyl_CoA_cyt	nan	nan	nan	C00024	False
Alberty	standard chemical potential	-58.4		0	kJ/mol	Acetyl_CoA_cyt	nan	nan	nan	C00024	False
nan	concentration	0.0		0	mM	Fum	nan	Dictyostelium discoideum	nan	C00122	False
nan	concentration	0.1		0	mM	Fum	nan	Rattus sp.	nan	C00122	False
nan	concentration	0.1		0	mM	Fum	nan	Rattus sp.	nan	C00122	False
nan	concentration	111.0	99.9	0	mM	Fum	nan	nan	nan	C00122	False
Alberty	standard chemical potential	-523.4		0	kJ/mol	Fum	nan	nan	nan	C00122	False
Alberty	standard chemical potential	-682.9		0	kJ/mol	Mal	nan	nan	nan	C00149	False
nan	concentration	0.2		0	mM	AMP	nan	Escherichia coli	nan	C00020	False
nan	concentration	0.1		0	mM	AMP	nan	Homo sapiens	nan	C00020	False
nan	concentration	0.0		0	mM	AMP	nan	Vigna radiata var. radiata	nan	C00020	False
nan	concentration	0.1		0	mM	AMP	nan	Rattus sp.	nan	C00020	False
nan	concentration	0.1		0	mM	AMP	nan	Oryctolagus cuniculus	nan	C00020	False
nan	concentration	193.0	174.0	0	mM	AMP	nan	nan	nan	C00020	False
nan	concentration	0.2	0.1	0	mM	AMP	nan	Saccharomyces cerevisiae	nan	C00020	False
Alberty	standard chemical potential	-555.8		0	kJ/mol	AMP	nan	nan	nan	C00020	False
nan	concentration	22.0		0	mM	Pi	nan	Saccharomyces cerevisiae	nan	C00009	False
nan	concentration	5.5		0	mM	Pi	nan	Rattus sp.	nan	C00009	False
nan	concentration	4.3		0	mM	Pi	nan	Rattus sp.	nan	C00009	False
nan	concentration	0.1		0	mM	Pi	nan	Oryctolagus cuniculus	nan	C00009	False
nan	concentration	79.2	71.3	0	mM	Pi	nan	nan	nan	C00009	False
nan	concentration	16.5	13.5	0	mM	Pi	nan	Dictyostelium discoideum	nan	C00009	False
nan	concentration	5.3	0.4	0	mM	Pi	nan	Rattus sp.	nan	C00009	False
Alberty	standard chemical potential	-1059.3		0	kJ/mol	Pi	nan	nan	nan	C00009	False
nan	concentration	0.7		0	mM	Cit_cyt	nan	Saccharomyces cerevisiae	nan	C00158	False
nan	concentration	13.0		0	mM	Cit_cyt	nan	Escherichia coli	nan	C00158	False
nan	concentration	0.1		0	mM	Cit_cyt	nan	Dictyostelium discoideum	nan	C00158	False
nan	concentration	0.4		0	mM	Cit_cyt	nan	Rattus sp.	nan	C00158	False
nan	concentration	0.1		0	mM	Cit_cyt	nan	Oryctolagus cuniculus	nan	C00158	False
nan	concentration	138.0	125.0	0	mM	Cit_cyt	nan	nan	nan	C00158	False
nan	concentration	0.2	0.2	0	mM	Cit_cyt	nan	Rattus sp.	nan	C00158	False
Alberty	standard chemical potential	-965.8		0	kJ/mol	Cit_cyt	nan	nan	nan	C00158	False
nan	concentration	0.0		0	mM	NADP_p	nan	Dictyostelium discoideum	nan	C00006	False
nan	concentration	0.1		0	mM	NADP_p	nan	Rattus sp.	nan	C00006	False
nan	concentration	0.0		0	mM	NADP_p	nan	Rattus sp.	nan	C00006	False
nan	concentration	0.0		0	mM	NADP_p	nan	Oryctolagus cuniculus	nan	C00006	False
nan	concentration	0.1	0.1	0	mM	NADP_p	nan	Saccharomyces cerevisiae	nan	C00006	False
Alberty	standard chemical potential	174.9		0	kJ/mol	NADP_p	nan	nan	nan	C00006	False
nan	concentration	0.0		0	mM	NADPH	nan	Dictyostelium discoideum	nan	C00005	False
nan	concentration	0.4		0	mM	NADPH	nan	Rattus sp.	nan	C00005	False
nan	concentration	0.1		0	mM	NADPH	nan	Rattus sp.	nan	C00005	False
nan	concentration	82.1	73.9	0	mM	NADPH	nan	nan	nan	C00005	False
nan	concentration	0.1	0.1	0	mM	NADPH	nan	Saccharomyces cerevisiae	nan	C00005	False
Alberty	standard chemical potential	236.1		0	kJ/mol	NADPH	nan	nan	nan	C00005	False
nan	concentration	341.0	307.0	0	mM	NADH_cyt	nan	nan	nan	C00004	False
Alberty	standard chemical potential	1117.5		0	kJ/mol	NADH_cyt	nan	nan	nan	C00004	False
nan	concentration	0.0		0	mM	NAD	nan	Dictyostelium discoideum	nan	C00003	False
nan	concentration	1.1		0	mM	NAD	nan	Rattus sp.	nan	C00003	False
nan	concentration	0.3		0	mM	NAD	nan	Rattus sp.	nan	C00003	False
nan	concentration	0.4		0	mM	NAD	nan	Rattus sp.	nan	C00003	False
nan	concentration	1.3	0.3	0	mM	NAD	nan	Saccharomyces cerevisiae	nan	C00003	False
nan	concentration	1.7	0.4	0	mM	NAD	nan	Escherichia coli	nan	C00003	False
Alberty	standard chemical potential	1056.3		0	kJ/mol	NAD	nan	nan	nan	C00003	False
Alberty	standard chemical potential	-155.9		0	kJ/mol	H2O	nan	nan	nan	C00001	False
nan	concentration	0.5		0	mM	OG_cyt	nan	Escherichia coli	nan	C00026	False
nan	concentration	0.0		0	mM	OG_cyt	nan	Dictyostelium discoideum	nan	C00026	False
nan	concentration	0.2		0	mM	OG_cyt	nan	Rattus sp.	nan	C00026	False
nan	concentration	0.1		0	mM	OG_cyt	nan	Rattus sp.	nan	C00026	False
nan	concentration	91.0	81.9	0	mM	OG_cyt	nan	nan	nan	C00026	False
nan	concentration	2.6	2.4	0	mM	OG_cyt	nan	Saccharomyces cerevisiae	nan	C00026	False
nan	concentration	0.1	0.0	0	mM	OG_cyt	nan	Rattus sp.	nan	C00026	False
Alberty	standard chemical potential	-633.6		0	kJ/mol	OG_cyt	nan	nan	nan	C00026	False
nan	concentration	0.0		0	mM	OXA	nan	Dictyostelium discoideum	nan	C00036	False
nan	concentration	0.0		0	mM	OXA	nan	Rattus sp.	nan	C00036	False
nan	concentration	0.0		0	mM	OXA	nan	Rattus sp.	nan	C00036	False
nan	concentration	88.6	79.7	0	mM	OXA	nan	nan	nan	C00036	False
Alberty	standard chemical potential	-714.8		0	kJ/mol	OXA	nan	nan	nan	C00036	False
Alberty	standard chemical potential	3658.8		0	kJ/mol	Q	nan	nan	nan	C00399	False
Alberty	standard chemical potential	3650.2		0	kJ/mol	QH2	nan	nan	nan	C00390	False
Alberty	standard chemical potential	1299.9		0	kJ/mol	FADH2	nan	nan	nan	C01352	False
nan	concentration	0.0		0	mM	IsoCitcyt	nan	Rattus sp.	nan	C00311	False
nan	concentration	0.0		0	mM	IsoCitcyt	nan	Rattus sp.	nan	C00311	False
nan	concentration	138.0	124.0	0	mM	IsoCitcyt	nan	nan	nan	C00311	False
Alberty	standard chemical potential	-959.2		0	kJ/mol	IsoCitcyt	nan	nan	nan	C00311	False
Alberty	standard chemical potential	-347.8		0	kJ/mol	SCoA	nan	nan	nan	C00091	False
nan	concentration	0.2		0	mM	G3P	nan	Escherichia coli	nan	C00093	False
nan	concentration	0.2		0	mM	G3P	nan	Rattus sp.	nan	C00093	False
nan	concentration	0.1		0	mM	G3P	nan	Rattus sp.	nan	C00093	False
nan	concentration	50.3	45.2	0	mM	G3P	nan	nan	nan	C00093	False
nan	concentration	0.6	0.4	0	mM	G3P	nan	Rattus sp.	nan	C00093	False
Alberty	standard chemical potential	-1077.5		0	kJ/mol	G3P	nan	nan	nan	C00093	False
nan	concentration	9.6	8.7	0	mM	DPG	nan	nan	nan	C00236	False
Alberty	standard chemical potential	-2206.4		0	kJ/mol	DPG	nan	nan	nan	C00236	False
nan	concentration	0.0		0	mM	CoA_cyt	nan	Rattus sp.	nan	C00010	False
nan	concentration	19.0	17.1	0	mM	CoA_cyt	nan	nan	nan	C00010	False
nan	concentration	0.2	0.0	0	mM	CoA_cyt	nan	Rattus sp.	nan	C00010	False
nan	concentration	0.1	0.0	0	mM	CoA_cyt	nan	Rattus sp.	nan	C00010	False
Alberty	standard chemical potential	-7.4		0	kJ/mol	CoA_cyt	nan	nan	nan	C00010	False
nan	concentration	69.6	62.6	0	mM	CO2	nan	nan	nan	C00011	False
Alberty	standard chemical potential	-394.4		0	kJ/mol	CO2	nan	nan	nan	C00011	False
Alberty	standard chemical potential	-547.1		0	kJ/mol	CO2	nan	nan	nan	C00011	False
nan	concentration	146.0	132.0	0	mM	GDP	nan	nan	nan	C00035	False
nan	concentration	0.3		0	mM	DHAP	nan	Saccharomyces cerevisiae	nan	C00111	False
nan	concentration	0.2		0	mM	DHAP	nan	Escherichia coli	nan	C00111	False
nan	concentration	0.1		0	mM	DHAP	nan	Dictyostelium discoideum	nan	C00111	False
nan	concentration	0.0		0	mM	DHAP	nan	Homo sapiens	nan	C00111	False
nan	concentration	0.0		0	mM	DHAP	nan	Vigna radiata var. radiata	nan	C00111	False
nan	concentration	0.0		0	mM	DHAP	nan	Rattus sp.	nan	C00111	False
nan	concentration	0.0		0	mM	DHAP	nan	Oryctolagus cuniculus	nan	C00111	False
nan	concentration	32.8	29.5	0	mM	DHAP	nan	nan	nan	C00111	False
nan	concentration	0.0	0.0	0	mM	DHAP	nan	Rattus sp.	nan	C00111	False
nan	concentration	0.0	0.0	0	mM	DHAP	nan	Rattus sp.	nan	C00111	False
Alberty	standard chemical potential	-1095.8		0	kJ/mol	DHAP	nan	nan	nan	C00111	False
Alberty	standard chemical potential	1257.5		0	kJ/mol	FAD	nan	nan	nan	C00016	False
nan	concentration	1.9		0	mM	FBP	nan	Escherichia coli	nan	C00354	False
nan	concentration	0.1		0	mM	FBP	nan	Dictyostelium discoideum	nan	C00354	False
nan	concentration	0.0		0	mM	FBP	nan	Rattus sp.	nan	C00354	False
nan	concentration	0.0		0	mM	FBP	nan	Homo sapiens	nan	C00354	False
nan	concentration	0.0		0	mM	FBP	nan	Vigna radiata var. radiata	nan	C00354	False
nan	concentration	0.0		0	mM	FBP	nan	Rattus sp.	nan	C00354	False
nan	concentration	0.0		0	mM	FBP	nan	Oryctolagus cuniculus	nan	C00354	False
nan	concentration	19.7	17.8	0	mM	FBP	nan	nan	nan	C00354	False
nan	concentration	3.1	1.4	0	mM	FBP	nan	Saccharomyces cerevisiae	nan	C00354	False
nan	concentration	0.0	0.0	0	mM	FBP	nan	Rattus sp.	nan	C00354	False
Alberty	standard chemical potential	-2206.1		0	kJ/mol	FBP	nan	nan	nan	C00354	False
Alberty	standard chemical potential	-1088.2		0	kJ/mol	GAP	nan	nan	nan	C00118	False
nan	concentration	0.1		0	mM	PEP	nan	Rattus sp.	nan	C00074	False
nan	concentration	0.0		0	mM	PEP	nan	Rattus sp.	nan	C00074	False
nan	concentration	0.0		0	mM	PEP	nan	Homo sapiens	nan	C00074	False
nan	concentration	0.0		0	mM	PEP	nan	Rattus sp.	nan	C00074	False
nan	concentration	0.0		0	mM	PEP	nan	Oryctolagus cuniculus	nan	C00074	False
nan	concentration	32.8	29.5	0	mM	PEP	nan	nan	nan	C00074	False
nan	concentration	0.2	0.1	0	mM	PEP	nan	Escherichia coli	nan	C00074	False
Alberty	standard chemical potential	-1189.0		0	kJ/mol	PEP	nan	nan	nan	C00074	False
nan	concentration	2.3		0	mM	LAC	nan	Rattus sp.	nan	C00186	False
nan	concentration	4.8		0	mM	LAC	nan	Rattus sp.	nan	C00186	False
nan	concentration	3.8		0	mM	LAC	nan	Oryctolagus cuniculus	nan	C00186	False
nan	concentration	4.7	2.0	0	mM	LAC	nan	Rattus sp.	nan	C00186	False
Alberty	standard chemical potential	-314.2		0	kJ/mol	LAC	nan	nan	nan	C00186	False
nan	concentration	0.7		0	mM	F6P	nan	Saccharomyces cerevisiae	nan	C00085	False
nan	concentration	0.1		0	mM	F6P	nan	Dictyostelium discoideum	nan	C00085	False
nan	concentration	0.4		0	mM	F6P	nan	Rattus sp.	nan	C00085	False
nan	concentration	0.0		0	mM	F6P	nan	Homo sapiens	nan	C00085	False
nan	concentration	0.0		0	mM	F6P	nan	Vigna radiata var. radiata	nan	C00085	False
nan	concentration	0.0		0	mM	F6P	nan	Rattus sp.	nan	C00085	False
nan	concentration	0.0		0	mM	F6P	nan	Oryctolagus cuniculus	nan	C00085	False
nan	concentration	82.1	73.9	0	mM	F6P	nan	nan	nan	C00085	False
nan	concentration	0.1	0.0	0	mM	F6P	nan	Rattus sp.	nan	C00085	False
Alberty	standard chemical potential	-1316.6		0	kJ/mol	F6P	nan	nan	nan	C00085	False
nan	concentration	341.0	307.0	0	mM	GLC	nan	nan	nan	C00267	False
Alberty	standard chemical potential	-428.1		0	kJ/mol	GLC	nan	nan	nan	C00267	False
nan	concentration	1.7		0	mM	Suc	nan	Dictyostelium discoideum	nan	C00042	False
nan	concentration	1.1		0	mM	Suc	nan	Rattus sp.	nan	C00042	False
nan	concentration	0.5		0	mM	Suc	nan	Rattus sp.	nan	C00042	False
nan	concentration	112.0	101.0	0	mM	Suc	nan	nan	nan	C00042	False
Alberty	standard chemical potential	-530.7		0	kJ/mol	Suc	nan	nan	nan	C00042	False
nan	concentration	1.0		0	mM	Ala	nan	Dictyostelium discoideum	nan	C00041	False
nan	concentration	323.0	291.0	0	mM	Ala	nan	nan	nan	C00041	False
nan	concentration	16.0	9.0	0	mM	Ala	nan	Saccharomyces cerevisiae	nan	C00041	False
nan	concentration	1.5	0.2	0	mM	Ala	nan	Rattus sp.	nan	C00041	False
nan	concentration	1.7	0.7	0	mM	Ala	nan	Rattus sp.	nan	C00041	False
Alberty	standard chemical potential	-86.4		0	kJ/mol	Ala	nan	nan	nan	C00041	False
nan	concentration	0.7		0	mM	GTP	nan	Escherichia coli	nan	C00044	False
nan	concentration	0.2		0	mM	GTP	nan	Oryctolagus cuniculus	nan	C00044	False
nan	concentration	140.0	126.0	0	mM	GTP	nan	nan	nan	C00044	False
nan	concentration	1.6		0	mM	Pyr	nan	Saccharomyces cerevisiae	nan	C00022	False
nan	concentration	0.4		0	mM	Pyr	nan	Escherichia coli	nan	C00022	False
nan	concentration	0.1		0	mM	Pyr	nan	Dictyostelium discoideum	nan	C00022	False
nan	concentration	0.2		0	mM	Pyr	nan	Rattus sp.	nan	C00022	False
nan	concentration	0.1		0	mM	Pyr	nan	Rattus sp.	nan	C00022	False
nan	concentration	0.1		0	mM	Pyr	nan	Oryctolagus cuniculus	nan	C00022	False
nan	concentration	88.9	80.0	0	mM	Pyr	nan	nan	nan	C00022	False
nan	concentration	0.1	0.1	0	mM	Pyr	nan	Rattus sp.	nan	C00022	False
Alberty	standard chemical potential	-351.0		0	kJ/mol	Pyr	nan	nan	nan	C00022	False
nan	concentration	322.0	289.0	0	mM	Asp_cyt	nan	nan	nan	C00049	False
Alberty	standard chemical potential	-452.7		0	kJ/mol	Asp_cyt	nan	nan	nan	C00049	False
