!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:15:02' objTablesVersion='1.0.5' ionicStrength='0.1' ionicStrengthUnit='mM' pH='7.0' temperature='298.15' temperatureUnit='kelvin' unit='kJ/mol',,,,,,
!Comment,!QuantityType,!Mean,!Std,!Sign,!Identifiers:kegg.reaction,!UseAsPriorInformation
,standard Gibbs energy of reaction,4.6,3.6,0,R00505,False
,standard Gibbs energy of reaction,244.3,3.4,0,R00506,False
,standard Gibbs energy of reaction,-83.6,14.1,0,R00507,False
,standard Gibbs energy of reaction,-12.8,11.5,0,R00508,False
,standard Gibbs energy of reaction,-13.6,11.5,0,R00509,False
,standard Gibbs energy of reaction,-12.1,5.9,0,R00510,False
,standard Gibbs energy of reaction,-15.2,5.4,0,R00511,False
,standard Gibbs energy of reaction,-3.2,5.8,0,R00512,False
,standard Gibbs energy of reaction,-11.2,5.5,0,R00513,False
,standard Gibbs energy of reaction,-23.2,5.8,0,R00514,False
,standard Gibbs energy of reaction,-33.3,4.6,0,R00515,False
,standard Gibbs energy of reaction,-8.9,6.0,0,R00516,False
,standard Gibbs energy of reaction,-8.7,6.0,0,R00517,False
,standard Gibbs energy of reaction,-10.9,11.5,0,R00518,False
,standard Gibbs energy of reaction,-14.1,6.5,0,R00519,False
,standard Gibbs energy of reaction,-10.5,11.5,0,R00521,False
,standard Gibbs energy of reaction,-17.5,8.6,0,R00522,False
,standard Gibbs energy of reaction,-31.7,12.2,0,R00524,False
,standard Gibbs energy of reaction,-33.0,11.0,0,R00525,False
,standard Gibbs energy of reaction,-31.2,11.2,0,R00526,False
,standard Gibbs energy of reaction,-11.2,20.4,0,R00527,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00528,False
,standard Gibbs energy of reaction,47.4,2.3,0,R00529,False
,standard Gibbs energy of reaction,58.0,2.3,0,R00530,False
,standard Gibbs energy of reaction,-81.9,2.5,0,R00531,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00532,False
,standard Gibbs energy of reaction,-171.9,11.0,0,R00533,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00534,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00535,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00536,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00537,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00538,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00539,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00540,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00542,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00543,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00544,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00545,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00546,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00547,False
,standard Gibbs energy of reaction,-28.0,11.7,0,R00548,False
,standard Gibbs energy of reaction,1.6,33.9,0,R00549,False
,standard Gibbs energy of reaction,11.4,33.9,0,R00550,False
,standard Gibbs energy of reaction,-28.7,12.5,0,R00551,False
,standard Gibbs energy of reaction,-34.7,6.7,0,R00552,False
,standard Gibbs energy of reaction,6.3,1.1,0,R00554,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00555,False
,standard Gibbs energy of reaction,-1261.0,30.0,0,R00557,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00558,False
,standard Gibbs energy of reaction,-458.2,13.5,0,R00559,False
,standard Gibbs energy of reaction,32.7,5.8,0,R00562,False
,standard Gibbs energy of reaction,23.5,18.7,0,R00563,False
,standard Gibbs energy of reaction,-0.3,5.8,0,R00565,False
,standard Gibbs energy of reaction,-13.9,11.9,0,R00566,False
,standard Gibbs energy of reaction,8.4,10.1,0,R00567,False
,standard Gibbs energy of reaction,-24.9,4.8,0,R00568,False
,standard Gibbs energy of reaction,-25.9,4.6,0,R00569,False
,standard Gibbs energy of reaction,-0.5,4.6,0,R00570,False
,standard Gibbs energy of reaction,-1.5,4.8,0,R00571,False
,standard Gibbs energy of reaction,28.2,4.7,0,R00572,False
,standard Gibbs energy of reaction,-13.0,5.1,0,R00573,False
,standard Gibbs energy of reaction,4.6,5.7,0,R00574,False
,standard Gibbs energy of reaction,-6.5,5.2,0,R00575,False
,standard Gibbs energy of reaction,-11.5,4.4,0,R00576,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00577,False
,standard Gibbs energy of reaction,-29.5,7.2,0,R00578,False
,standard Gibbs energy of reaction,7.6,6.4,0,R00579,False
,standard Gibbs energy of reaction,41.7,1.6,0,R00581,False
,standard Gibbs energy of reaction,-10.4,0.5,0,R00582,False
,standard Gibbs energy of reaction,-5.4,0.7,0,R00584,False
,standard Gibbs energy of reaction,4.0,1.5,0,R00585,False
,standard Gibbs energy of reaction,-6.7,5.8,0,R00586,False
,standard Gibbs energy of reaction,-4.3,3.4,0,R00588,False
,standard Gibbs energy of reaction,-0.9,5.9,0,R00589,False
,standard Gibbs energy of reaction,-3.8,3.5,0,R00590,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00594,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00595,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00596,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00597,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00598,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00599,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00600,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00601,False
,standard Gibbs energy of reaction,-292.3,9.2,0,R00602,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00603,False
,standard Gibbs energy of reaction,-43.0,3.9,0,R00604,False
,standard Gibbs energy of reaction,34.2,6.5,0,R00605,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00606,False
,standard Gibbs energy of reaction,-99.2,10.4,0,R00608,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00609,False
,standard Gibbs energy of reaction,-76.8,11.4,0,R00610,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00611,False
,standard Gibbs energy of reaction,-69.1,15.5,0,R00612,False
,standard Gibbs energy of reaction,-77.2,8.4,0,R00614,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00615,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00616,False
,standard Gibbs energy of reaction,-3.3,3.5,0,R00617,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00618,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00619,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00621,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00623,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00624,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00625,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00626,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00627,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00628,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00629,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00630,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00631,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00634,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00635,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00636,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00637,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00638,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00639,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00640,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00643,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00644,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00645,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00646,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00647,False
,standard Gibbs energy of reaction,-105.5,9.1,0,R00648,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00649,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00650,False
,standard Gibbs energy of reaction,-57.0,14.3,0,R00651,False
,standard Gibbs energy of reaction,-18.1,4.8,0,R00652,False
,standard Gibbs energy of reaction,-24.9,18.6,0,R00653,False
,standard Gibbs energy of reaction,-9.9,8.9,0,R00654,False
,standard Gibbs energy of reaction,-2.6,2.4,0,R00655,False
,standard Gibbs energy of reaction,-23.8,6.6,0,R00656,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00657,False
,standard Gibbs energy of reaction,-4.1,0.6,0,R00658,False
,standard Gibbs energy of reaction,30.0,2.7,0,R00659,False
,standard Gibbs energy of reaction,-12.4,7.3,0,R00660,False
,standard Gibbs energy of reaction,14.9,5.8,0,R00661,False
,standard Gibbs energy of reaction,-29.5,7.6,0,R00662,False
,standard Gibbs energy of reaction,-74.7,51.5,0,R00664,False
,standard Gibbs energy of reaction,-23.9,9.8,0,R00665,False
,standard Gibbs energy of reaction,57.2,13.5,0,R00666,False
,standard Gibbs energy of reaction,-19.8,8.7,0,R00667,False
,standard Gibbs energy of reaction,-13.8,11.4,0,R00668,False
,standard Gibbs energy of reaction,0.5,6.7,0,R00669,False
,standard Gibbs energy of reaction,-43.2,10.6,0,R00670,False
,standard Gibbs energy of reaction,-22.4,8.2,0,R00671,False
,standard Gibbs energy of reaction,-21.7,9.5,0,R00672,False
,standard Gibbs energy of reaction,21.1,1.3,0,R00673,False
,standard Gibbs energy of reaction,-49.8,2.2,0,R00674,False
,standard Gibbs energy of reaction,1.1,10.0,0,R00675,False
,standard Gibbs energy of reaction,2.1,10.0,0,R00676,False
,standard Gibbs energy of reaction,-132.4,12.9,0,R00677,False
,standard Gibbs energy of reaction,-339.0,12.7,0,R00678,False
,standard Gibbs energy of reaction,-478.8,13.1,0,R00679,False
,standard Gibbs energy of reaction,-391.6,12.7,0,R00681,False
,standard Gibbs energy of reaction,1.1,10.7,0,R00682,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00683,False
,standard Gibbs energy of reaction,-36.9,10.0,0,R00684,False
,standard Gibbs energy of reaction,-33.3,11.3,0,R00685,False
,standard Gibbs energy of reaction,-42.7,7.9,0,R00686,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00687,False
,standard Gibbs energy of reaction,37.5,4.1,0,R00688,False
,standard Gibbs energy of reaction,-96.0,9.3,0,R00689,False
,standard Gibbs energy of reaction,-474.9,11.8,0,R00690,False
,standard Gibbs energy of reaction,-75.8,21.5,0,R00691,False
,standard Gibbs energy of reaction,-0.3,4.2,0,R00692,False
,standard Gibbs energy of reaction,-30.1,8.5,0,R00693,False
,standard Gibbs energy of reaction,-0.5,4.1,0,R00694,False
,standard Gibbs energy of reaction,3.4,4.2,0,R00695,False
,standard Gibbs energy of reaction,-3.3,1.1,0,R00697,False
,standard Gibbs energy of reaction,-317.3,11.7,0,R00698,False
,standard Gibbs energy of reaction,-29.4,9.9,0,R00699,False
,standard Gibbs energy of reaction,-34.6,5.9,0,R00700,False
,standard Gibbs energy of reaction,-146.0,44.5,0,R00702,False
,standard Gibbs energy of reaction,27.5,0.9,0,R00703,False
,standard Gibbs energy of reaction,24.4,4.1,0,R00704,False
,standard Gibbs energy of reaction,-24.6,10.4,0,R00705,False
,standard Gibbs energy of reaction,-23.6,10.4,0,R00706,False
,standard Gibbs energy of reaction,-54.1,10.6,0,R00707,False
,standard Gibbs energy of reaction,-53.1,10.6,0,R00708,False
,standard Gibbs energy of reaction,5.4,6.3,0,R00709,False
,standard Gibbs energy of reaction,-47.0,2.6,0,R00710,False
,standard Gibbs energy of reaction,-46.0,2.6,0,R00711,False
,standard Gibbs energy of reaction,-32.9,4.7,0,R00713,False
,standard Gibbs energy of reaction,-31.9,4.7,0,R00714,False
,standard Gibbs energy of reaction,38.1,5.8,0,R00715,False
,standard Gibbs energy of reaction,39.1,5.8,0,R00716,False
,standard Gibbs energy of reaction,44.6,1.7,0,R00717,False
,standard Gibbs energy of reaction,-30.1,2.9,0,R00719,False
,standard Gibbs energy of reaction,-8.2,5.8,0,R00720,False
,standard Gibbs energy of reaction,3.7,2.9,0,R00722,False
,standard Gibbs energy of reaction,-70.2,17.7,0,R00723,False
,standard Gibbs energy of reaction,24.0,2.9,0,R00724,False
,standard Gibbs energy of reaction,-21.0,3.0,0,R00725,False
,standard Gibbs energy of reaction,6.6,6.7,0,R00726,False
,standard Gibbs energy of reaction,-5.6,3.9,0,R00727,False
,standard Gibbs energy of reaction,-26.7,8.6,0,R00728,False
,standard Gibbs energy of reaction,-95.5,9.3,0,R00729,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00730,False
,standard Gibbs energy of reaction,-427.1,11.8,0,R00731,False
,standard Gibbs energy of reaction,-17.6,21.5,0,R00732,False
,standard Gibbs energy of reaction,-16.6,21.5,0,R00733,False
,standard Gibbs energy of reaction,0.0,4.1,0,R00734,False
,standard Gibbs energy of reaction,-77.1,13.3,0,R00735,False
,standard Gibbs energy of reaction,-70.0,10.0,0,R00736,False
,standard Gibbs energy of reaction,-38.3,8.6,0,R00737,False
,standard Gibbs energy of reaction,-48.9,7.9,0,R00739,False
,standard Gibbs energy of reaction,-5.8,8.9,0,R00740,False
,standard Gibbs energy of reaction,-3.7,3.0,0,R00742,False
,standard Gibbs energy of reaction,-8.6,4.6,0,R00743,False
,standard Gibbs energy of reaction,40.7,2.2,0,R00744,False
,standard Gibbs energy of reaction,22.7,0.9,0,R00746,False
,standard Gibbs energy of reaction,-74.8,14.3,0,R00747,False
,standard Gibbs energy of reaction,-39.6,5.0,0,R00748,False
,standard Gibbs energy of reaction,-36.1,6.8,0,R00749,False
,standard Gibbs energy of reaction,-10.2,3.5,0,R00750,False
,standard Gibbs energy of reaction,9.9,4.4,0,R00751,False
,standard Gibbs energy of reaction,23.3,3.7,0,R00753,False
,standard Gibbs energy of reaction,21.7,0.6,0,R00754,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00755,False
,standard Gibbs energy of reaction,-15.0,1.3,0,R00756,False
,standard Gibbs energy of reaction,11.3,2.4,0,R00758,False
,standard Gibbs energy of reaction,-14.7,1.2,0,R00760,False
,standard Gibbs energy of reaction,-49.9,4.0,0,R00761,False
,standard Gibbs energy of reaction,-11.4,1.4,0,R00762,False
,standard Gibbs energy of reaction,-31.9,5.9,0,R00763,False
,standard Gibbs energy of reaction,-4.4,1.4,0,R00764,False
,standard Gibbs energy of reaction,2.3,4.1,0,R00765,False
,standard Gibbs energy of reaction,3.4,6.1,0,R00766,False
,standard Gibbs energy of reaction,-14.4,4.7,0,R00767,False
,standard Gibbs energy of reaction,-13.7,4.4,0,R00768,False
,standard Gibbs energy of reaction,-12.6,2.8,0,R00769,False
,standard Gibbs energy of reaction,-18.7,3.1,0,R00770,False
,standard Gibbs energy of reaction,2.5,0.8,0,R00771,False
,standard Gibbs energy of reaction,-0.7,2.3,0,R00772,False
,standard Gibbs energy of reaction,27.4,11.0,0,R00774,False
,standard Gibbs energy of reaction,-28.3,13.8,0,R00775,False
,standard Gibbs energy of reaction,5.1,3.4,0,R00776,False
,standard Gibbs energy of reaction,-62.9,11.5,0,R00777,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00778,False
,standard Gibbs energy of reaction,-346.3,10.2,0,R00781,False
,standard Gibbs energy of reaction,-2.7,8.5,0,R00782,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00783,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00784,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00785,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00787,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00789,False
,standard Gibbs energy of reaction,461.5,35.6,0,R00790,False
,standard Gibbs energy of reaction,167.6,14.3,0,R00791,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00792,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00793,False
,standard Gibbs energy of reaction,145.7,8.3,0,R00794,False
,standard Gibbs energy of reaction,146.6,8.3,0,R00796,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00798,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00799,False
,standard Gibbs energy of reaction,-168.6,17.4,0,R00800,False
,standard Gibbs energy of reaction,-24.8,2.5,0,R00801,False
,standard Gibbs energy of reaction,-24.8,2.5,0,R00802,False
,standard Gibbs energy of reaction,-8.3,2.0,0,R00803,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00804,False
,standard Gibbs energy of reaction,-15.2,5.9,0,R00805,False
,standard Gibbs energy of reaction,0.0,2.0,0,R00806,False
,standard Gibbs energy of reaction,-9.6,8.9,0,R00807,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00808,False
,standard Gibbs energy of reaction,-21.0,9.1,0,R00809,False
,standard Gibbs energy of reaction,-17.6,5.3,0,R00810,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R00811,False
,standard Gibbs energy of reaction,-78.5,23.0,0,R00812,False
